Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
2012-03-05,1330927200.0,FCX,34.52,-19.26,1364.33,12.86,-32.12,19.06,8.79,1.95,2.60,21.84,43.77,18.59,34.71,22.05,42550000000.0,42550000000.0,7.67,2.40,2.04,4.13,2.04,9960000000.0,4.13,4560000000.0,4.78,58.70,25.70,4820000000.0,5.09,3540000000.0,3.42,16.50,6620000000.0,2.38,0.87,75.30,21580000.0,1.10,2.30,23650000.0,0.0
2003-10-09,1065675600.0,FCX,11.82,18.78,1038.73,8.03,10.75,6.68,23.81,2.38,13.87,13.88,38.45,6.92,84.99,11.845,5480000000.0,7110000000.0,21.18,1.27,3.17,6.22,3.17,708440000.0,6.22,223160000.0,1.53,45.70,3.90,801170000.0,5.46,2570000000.0,2.28,2.63,N/A,1.094,18.98,95.00,13490000.0,6.849,11.36,23470000.0,1.0
2003-11-03,1067839200.0,FDX,70.56,19.7,1059.02,6.76,12.94,0.286,28.91,0.99,3.08,3.52,6.11,5.39,11.36,75.013,22770000000.0,23990000000.0,19.58,1.63,1.06,8.77,1.06,9200000000.0,8.77,800000000.0,2.64,16.90,9.10,706000000.0,2.37,2100000000.0,1.263,24.56,N/A,0.805,7.54,73.78,4560000.0,3.127,1.65,3910000.0,1.0
2007-02-20,1171951200.0,FDX,110.64,-23.69,1459.68,-6.83,-16.86,0.256,18.40,1.06,2.87,5.84,9.61,8.88,17.26,111.188,35950000000.0,37310000000.0,N/A,1.16,1.10,7.636,1.10,9050000000.0,7.636,1980000000.0,6.36,8.50,10.30,1860000000.0,6.04,3220000000.0,1.145,40.905998,3890000000.0,1.06,6.68,73.60,3650000.0,1.7,1.30,3660000.0,0.0
2012-11-23,1353650400.0,FDX,85.0,56.89,1409.15,28.07,28.82,15.70,13.69,0.64,1.83,4.72,7.59,6.96,13.19,136.46,27150000000.0,27150000000.0,11.18,1.15,0.63,4.99,0.63,26920000000.0,4.99,2020000000.0,6.40,1.10,2.60,2740000000.0,8.73,2360000000.0,1.85,47.83,4880000000.0,1.36,6.52,78.70,5400000.0,2.20,1.80,5690000.0,1.0
2005-08-30,1125378000.0,FDX,75.72,23.98,1208.41,8.02,15.96,0.292,17.24,0.85,2.59,4.94,8.45,7.84,16.44,97.551,24630000000.0,26630000000.0,N/A,0.97,0.91,6.755,0.91,9830000000.0,6.755,1450000000.0,4.72,8.70,9.60,1040000000.0,3.433,2800000000.0,1.113,31.747999,3120000000.0,0.538,6.84,73.20,3870000.0,1.40,1.40,4210000.0,1.0
2005-04-05,1112677200.0,FDX,86.37,27.16,1181.39,11.02,16.14,0.374,20.09,0.97,3.06,4.93,8.42,7.26,16.84,93.832,28060000000.0,30230000000.0,16.86,1.17,1.05,7.81,1.05,8570000000.0,7.81,1410000000.0,4.62,1.00,9.90,1080000000.0,3.59,3410000000.0,1.018,30.205,3250000000.0,0.568,7.54,74.01,4139999.9999999995,3.214,1.48,3760000.0,1.0
2008-04-17,1208408400.0,FDX,89.24,-43.5,1365.56,-36.32,-7.18,0.143,15.31,0.81,2.12,5.31,8.73,8.20,14.53,120.414,30090000000.0,31100000000.0,N/A,1.39,0.84,6.026,0.84,9770000000.0,6.026,1980000000.0,6.34,6.40,9.80,1010000000.0,3.261,2020000000.0,1.394,45.780998,3650000000.0,0.46,6.71,76.60,9300000.0,2.7,3.20,9130000.0,0.0
2012-11-16,1353045600.0,FDX,83.31,61.93,1359.88,32.23,29.7,15.70,13.44,0.63,1.81,4.72,7.59,6.96,13.19,136.46,26800000000.0,26800000000.0,10.97,1.13,0.62,4.93,0.62,26920000000.0,4.93,2020000000.0,6.40,1.10,2.60,2740000000.0,8.73,2360000000.0,1.85,47.83,4880000000.0,1.36,6.52,78.70,5400000.0,2.20,1.80,5690000.0,1.0
2012-06-21,1340254800.0,FDX,87.53,7.07,1325.51,20.14,-13.07,11.32,14.14,0.68,1.97,4.76,7.78,7.24,13.57,134.64,27780000000.0,27780000000.0,10.66,0.89,0.65,5.11,0.65,25040000000.0,5.11,2029999999.9999998,6.41,1.40,4.30,2840000000.0,8.97,1670000000.0,1.69,46.46,4840000000.0,1.55,6.56,78.00,6320000.0,3.40,2.10,4430000.0,0.0
2011-09-02,1314939600.0,FDX,71.88,17.74,1173.97,19.81,-2.07,11.07,16.54,0.63,1.63,3.69,6.45,6.06,10.00,124.78,24170000000.0,24170000000.0,9.78,0.74,0.62,5.36,0.62,25040000000.0,5.36,1450000000.0,4.57,33.20,11.90,2330000000.0,7.32,1680000000.0,1.70,47.86,24170000000.0,1.29,6.51,77.20,5540000.0,1.50,1.90,4210000.0,0.0
2008-01-24,1201154400.0,FDX,83.08,-38.52,1352.07,-38.47,-0.05,0.155,13.66,0.76,2.00,5.50,8.93,8.28,15.22,117.968,27190000000.0,28840000000.0,N/A,0.95,0.79,5.636,0.79,9770000000.0,5.636,2000000000.0,6.43,6.30,5.90,830000000.0,2.682,2130000000.0,1.293,44.530998,3490000000.0,0.77,6.56,73.80,6060000.0,2.4,2.10,5460000.0,0.0
2012-09-18,1347944400.0,FDX,83.72,35.09,1459.32,18.24,16.85,11.32,13.93,0.66,1.92,4.76,7.62,7.10,13.57,135.49,27130000000.0,27130000000.0,10.81,0.96,0.64,5.05,0.64,26920000000.0,5.05,2029999999.9999998,6.41,1.40,4.30,2840000000.0,8.97,1670000000.0,1.69,46.46,4840000000.0,1.45,6.56,78.00,7040000.0,4.40,2.40,6400000.0,1.0
2011-11-03,1320296400.0,FDX,79.16,13.2,1261.15,12.14,1.06,10.62,16.68,0.63,1.63,3.81,6.55,6.23,10.27,127.95,25330000000.0,25330000000.0,10.96,0.85,0.63,5.45,0.63,25040000000.0,5.45,1540000000.0,4.83,22.10,11.30,1960000000.0,6.16,1670000000.0,1.60,49.42,25330000000.0,1.51,6.51,77.20,6320000.0,1.70,2.10,6180000.0,1.0
2007-04-12,1176354000.0,FDX,101.61,-14.07,1447.8,-7.94,-6.13,0.256,16.85,0.95,2.54,5.84,9.61,8.88,17.26,111.188,33000000000.0,36750000000.0,N/A,1.14,1.08,7.521,1.08,9050000000.0,7.521,1980000000.0,6.36,8.50,10.30,1860000000.0,6.04,3220000000.0,1.145,42.240002,3890000000.0,1.06,6.70,76.60,3650000.0,1.7,1.30,3660000.0,0.0
2013-04-23,1366693200.0,FDX,90.39,47.06,1578.78,18.79,28.27,13.92,16.20,0.67,1.82,4.12,7.08,6.40,11.06,139.57,28150000000.0,28150000000.0,12.24,1.20,0.64,5.20,0.64,26920000000.0,5.20,1800000000.0,5.71,30.70,3.70,3370000000.0,10.64,2240000000.0,1.91,50.85,4790000000.0,1.25,6.47,78.20,3600000.0,1.30,1.20,4890000.0,1.0
2009-02-06,1233900000.0,FDX,52.17,39.89,868.6,22.75,17.14,0.13,16.78,0.42,1.06,2.65,7.15,6.84,7.04,125.197,17210000000.0,16829999999.999998,N/A,0.90,0.43,3.545,0.43,10200000000.0,3.545,1030000000.0,3.29,2.90,0.90,1540000000.0,4.954,2009999999.9999998,1.237,49.778,3680000000.0,0.76,6.67,76.70,7290000.0,2.50,2.50,6840000.0,1.0
2013-05-09,1368075600.0,FDX,97.43,37.63,1626.67,15.48,22.15,13.92,17.85,0.74,2.00,4.12,7.08,6.40,11.06,139.57,28820000000.0,28820000000.0,13.56,1.19,0.66,5.33,0.66,26920000000.0,5.33,1800000000.0,5.71,30.70,3.70,3370000000.0,10.64,2240000000.0,1.91,50.85,4790000000.0,1.25,6.47,78.20,3560000.0,1.10,1.20,3600000.0,1.0
2004-06-23,1087966800.0,FDX,74.26,1.23,1144.06,4.95,-3.72,0.518,33.69,0.99,3.07,3.00,5.31,4.40,9.63,77.491,23430000000.0,26760000000.0,18.37,1.37,1.14,10.3,1.14,9200000000.0,10.3,706000000.0,2.328,16.90,9.10,475000000.0,1.59,3940000000.0,0.77,25.421,2700000000.0,0.589,7.54,74.00,3360000.0,2.977,1.22,3580000.0,0.0
2007-03-28,1175058000.0,FDX,100.78,-14.47,1417.23,-6.45,-8.02,0.251,17.13,0.98,2.61,5.71,9.23,8.79,16.50,113.116,33420000000.0,35370000000.0,N/A,1.08,1.02,7.144,1.02,9050000000.0,7.144,1970000000.0,6.337,1.90,7.40,1770000000.0,5.75,3260000000.0,1.173,42.240002,3560000000.0,0.96,6.68,72.60,4090000.0,2.3,1.40,3650000.0,0.0
2007-07-03,1183438800.0,FDX,104.0,-32.41,1524.87,-17.27,-15.14,0.209,17.09,0.97,2.70,5.73,9.30,8.77,16.68,113.228,34100000000.0,35230000000.0,N/A,1.01,1.00,7.021,1.00,9050000000.0,7.021,2020000000.0,6.48,7.40,7.70,1570000000.0,5.097,2650000000.0,1.221,41.091,3560000000.0,0.93,6.66,73.60,5600000.0,2.4,1.90,5850000.0,0.0
2004-04-23,1082696400.0,FDX,68.73,15.82,1140.6,1.01,14.81,0.518,31.90,0.96,2.97,3.00,5.31,4.40,9.63,77.491,22190000000.0,25980000000.0,17.94,1.29,1.11,N/A,1.11,9200000000.0,2600000000.0,706000000.0,2.328,16.90,9.10,475000000.0,1.59,3940000000.0,0.77,25.421,1990000000.0,0.638,7.54,73.10,3580000.0,1.902,1.30,2680000.0,1.0
2012-01-03,1325570400.0,FDX,82.0,11.35,1277.06,14.51,-3.16,10.55,15.19,0.64,1.65,4.24,6.95,6.58,11.48,130.77,26050000000.0,26050000000.0,11.27,0.80,0.63,5.32,0.63,25040000000.0,5.32,1750000000.0,5.50,75.60,9.90,1900000000.0,6.03,1680000000.0,1.52,50.61,4200000000.0,1.66,6.51,77.20,3950000.0,1.40,1.30,4500000.0,0.0
2004-08-03,1091509200.0,FDX,75.9,3.79,1099.69,13.22,-9.43,0.446,29.95,1.00,3.08,3.39,5.83,4.96,11.12,81.484,24830000000.0,27280000000.0,16.82,1.19,1.10,9.69,1.10,8570000000.0,9.69,838000000.0,2.764,1.00,9.90,1050000000.0,3.49,3590000000.0,1.05,26.787001,3020000000.0,0.623,7.53,73.74,4320000.0,3.403,1.56,3780000.0,0.0
2012-03-22,1332392400.0,FDX,89.19,7.12,1392.78,11.78,-4.66,10.55,16.82,0.73,1.89,4.24,6.95,6.58,11.48,130.77,29920000000.0,29920000000.0,12.43,1.09,0.72,6.12,0.72,25040000000.0,6.12,1750000000.0,5.50,75.60,9.90,1900000000.0,6.03,1680000000.0,1.52,50.61,4200000000.0,1.63,6.55,77.60,5360000.0,2.50,1.80,5020000.0,0.0
2012-07-25,1343192400.0,FE,37.5,-17.65,1337.89,26.34,-43.99,137.75,17.98,1.27,1.55,7.00,15.97,3.40,8.67,38.93,38960000000.0,38960000000.0,15.17,17.94,2.39,9.76,2.39,8960000000.0,9.76,1140000000.0,2.72,488.50,14.50,74000000.0,0.18,18370000000.0,0.60,31.86,2160000000.0,0.37,0.32,70.70,5830000.0,2.40,1.40,7440000.0,0.0
2003-12-15,1071468000.0,FE,18.53,17.49,1068.04,12.67,4.82,1.482,42.79,0.92,1.41,1.94,10.95,0.71,3.23,41.867,11380000000.0,24090000000.0,12.01,4.12,1.94,9.04,1.94,4090000000.0,9.04,240900000.0,0.806,14.50,52.90,178910000.0,0.54,12520000000.0,0.57,24.59,N/A,0.096,0.86,68.64,6490000.0,4.488,1.98,5620000.0,1.0
2008-03-04,1204610400.0,FE,43.26,-40.5,1326.75,-46.27,5.77,1.313,15.95,1.60,2.28,10.23,21.99,5.56,14.54,41.837,20480000000.0,32140000000.0,N/A,1.44,2.51,9.307,2.51,7250000000.0,9.307,1310000000.0,4.22,2.20,14.90,129000000.0,0.424,11790000000.0,0.433,29.530001,1690000000.0,0.51,0.16,71.90,4340000.0,1.40,1.40,3750000.0,1.0
2011-12-28,1325052000.0,FE,33.54,-2.36,1249.64,13.48,-15.84,135.71,17.95,1.25,1.44,6.16,16.33,3.78,8.34,40.69,36120000000.0,36120000000.0,13.56,6.31,2.40,9.95,2.40,7280000000.0,9.95,927000000.0,2.49,185.50,27.00,291000000.0,0.70,17660000000.0,0.68,31.19,3230000000.0,0.35,0.20,72.40,3670000.0,1.40,0.90,3940000.0,0.0
2009-12-18,1261116000.0,FE,31.48,-18.01,1102.47,12.83,-30.84,N/A,13.01,1.11,1.68,8.59,18.62,4.37,12.36,42.109,28740000000.0,28740000000.0,N/A,3.79,2.25,8.889,2.25,5270000000.0,8.889,1100000000.0,3.59,50.30,12.90,838000000.0,2.749,15320000000.0,0.657,27.858,2250000000.0,0.53,0.23,73.60,4850000.0,2.2,N/A,5840000.0,0.0
2013-05-10,1368162000.0,FE,34.63,-17.73,1633.7,14.98,-32.71,146.24,23.17,1.20,1.37,5.19,12.23,2.32,5.84,35.52,37790000000.0,37790000000.0,14.07,8.60,2.55,12.00,2.55,8600000000.0,12.00,770000000.0,1.84,N/A,20.00,172000000.0,0.41,19150000000.0,0.50,31.29,2320000000.0,0.29,0.29,72.60,10600000.0,3.80,2.50,7920000.0,0.0
2005-04-11,1113195600.0,FE,23.68,20.1,1181.21,8.92,11.18,1.247,15.83,1.10,1.60,7.02,17.76,2.78,10.22,37.823,13850000000.0,25130000000.0,13.17,3.70,2.02,6.33,2.02,7980000000.0,6.33,873780000.0,2.65,107.70,1.20,52940000.0,0.16,11120000000.0,0.608,26.041,1880000000.0,0.032,0.62,68.94,3640000.0,2.854,1.11,3430000.0,1.0
2004-09-30,1096520400.0,FE,22.72,31.69,1114.58,10.25,21.44,1.308,19.70,1.09,1.62,5.37,16.03,2.05,8.38,39.046,13630000000.0,24880000000.0,13.82,3.70,1.98,7.48,1.98,3510000000.0,7.48,675320000.0,2.097,23.50,0.60,377300000.0,1.14,11470000000.0,0.646,25.566999,2440000000.0,0.085,0.83,69.46,5210000.0,4.35,1.59,4940000.0,1.0
2007-12-31,1199080800.0,FE,44.71,-32.12,1468.36,-39.34,7.22,1.306,17.38,2.00,2.75,10.83,23.21,5.52,14.64,39.228,23960000000.0,33820000000.0,N/A,1.97,2.78,9.538,2.78,7250000000.0,9.538,1310000000.0,4.18,9.00,8.50,30000000.0,0.098,11460000000.0,0.447,26.764999,1850000000.0,0.32,0.02,72.20,4340000.0,2.4,1.40,3900000.0,1.0
2009-12-17,1261029600.0,FE,31.41,-17.83,1096.08,13.49,-31.32,N/A,12.92,1.10,1.67,8.59,18.62,4.37,12.36,42.109,27270000000.0,27270000000.0,N/A,2.49,2.13,8.435,2.13,5270000000.0,8.435,1100000000.0,3.59,50.30,12.90,838000000.0,2.749,15320000000.0,0.657,27.858,2250000000.0,0.55,0.23,72.10,6530000.0,2.8,N/A,7390000.0,0.0
2013-04-23,1366693200.0,FE,36.6,-23.5,1578.78,18.79,-42.29,146.24,24.92,1.29,1.46,5.19,12.23,2.32,5.84,35.52,38070000000.0,38070000000.0,15.24,3.33,2.56,12.08,2.56,8600000000.0,12.08,770000000.0,1.84,N/A,20.00,172000000.0,0.41,19150000000.0,0.50,31.29,2320000000.0,0.27,0.29,72.60,7920000.0,2.90,1.90,5140000.0,0.0
2011-11-14,1321250400.0,FE,33.51,-1.22,1251.78,9.81,-11.03,135.71,18.23,1.26,1.46,6.16,16.33,3.78,8.34,40.69,36380000000.0,36380000000.0,13.65,9.95,2.42,10.02,2.42,7280000000.0,10.02,927000000.0,2.49,185.50,27.00,291000000.0,0.70,17660000000.0,0.68,31.19,36380000000.0,0.23,0.20,72.40,4070000.0000000005,1.10,1.00,4480000.0,0.0
2010-12-01,1291183200.0,FE,25.05,33.69,1206.07,3.19,30.5,168.57,12.95,0.85,1.23,6.61,16.66,3.80,9.73,41.66,24760000000.0,24760000000.0,11.16,4.90,1.96,8.20,1.96,7080000000.0,8.20,837000000.0,2.74,23.50,8.20,632000000.0,2.07,14690000000.0,0.68,28.60,24760000000.0,0.49,0.02,74.90,26020000.0,5.30,8.60,27220000.0,1.0
2007-02-13,1171346400.0,FE,38.33,15.89,1444.26,-5.33,21.22,1.264,17.86,1.73,2.19,10.02,21.42,4.92,13.31,35.77,20200000000.0,N/A,N/A,1.63,N/A,N/A,N/A,7980000000.0,N/A,1200000000.0,3.54,36.70,2.90,41000000.0,0.128,11640000000.0,0.421,28.847,1550000000.0,0.2,0.19,64.70,6100000.0,5.5,1.90,7900000.0,1.0
2005-09-08,1126155600.0,FE,29.94,10.79,1231.67,5.46,5.33,1.281,20.63,1.45,2.00,7.00,18.76,4.44,9.60,36.522,17310000000.0,28330000000.0,N/A,4.47,2.37,6.866,2.37,7980000000.0,6.866,819360000.0,2.54,12.80,2.10,49750000.0,0.151,11070000000.0,0.614,26.195999,1830000000.0,N/A,7.08,69.30,3940000.0,3.7,1.20,3590000.0,1.0
2006-06-19,1150693200.0,FFIV,23.91,75.74,1240.13,23.67,52.07,N/A,30.87,5.70,3.51,18.14,25.00,10.75,12.94,8.63,1900000000.0,1550000000.0,N/A,0.89,4.63,15.125,4.63,216250000.0,15.125,60920000.0,1.52,32.70,39.00,344010000.0,8.484,N/A,5.069,13.46,124010000.0,2.62,0.28,103.10,5690000.0,3.9,14.10,5040000.0,1.0
2007-05-01,1177995600.0,FFIV,38.17,-40.71,1486.3,-6.78,-33.93,N/A,41.86,6.94,4.58,16.76,21.52,11.21,12.46,11.225,3190000000.0,2830000000.0,N/A,1.79,6.16,19.408,6.16,305900000.0,19.408,77030000.0,1.83,24.20,35.60,431260000.0,10.391,N/A,4.368,16.782,N/A,2.63,11.52,93.10,1850000.0,2.4,4.50,2040000.0,0.0
2005-09-06,1125982800.0,FFIV,21.12,17.19,1233.39,5.42,11.77,4.224,30.89,6.36,3.62,20.66,24.39,9.35,14.77,6.925,1610000000.0,1400000000.0,N/A,0.98,5.58,20.653,5.58,131810000.0,20.653,51860000.0,1.36,88.50,65.10,208120000.0,5.412,4.224,4.224,11.471,63630000.0,N/A,7.04,89.20,4440000.0,2.2,11.60,4960000.0,1.0
2004-03-31,1080712800.0,FFIV,16.91,49.32,1126.21,4.83,44.49,4.263,143.58,9.32,4.89,5.90,6.35,4.48,5.74,4.213,1160000000.0,1030000000.0,46.57,2.39,8.21,128.84,8.21,88990000.0,128.84,7370000.0,0.24,N/A,7.00,137900000.0,4.08,4.263,4.263,7.047,20350000.0,3.624,25.98,73.77,3840000.0,3.307,15.36,1810000.0,1.0
2004-09-16,1095310800.0,FFIV,14.9,48.39,1123.5,10.18,38.21,2.841,56.98,6.56,3.82,12.14,12.13,7.91,9.64,4.47,1030000000.0,893240000.0,38.21,1.91,5.85,38.23,5.85,88990000.0,38.23,18520000.0,0.523,N/A,7.00,112430000.0,3.25,2.841,2.841,7.584,34820000.0,3.676,25.92,92.39,6100000.0,4.769,23.83,6170000.0,1.0
2013-02-06,1360130400.0,FFIV,107.66,-1.48,1512.12,17.28,-18.76,N/A,30.48,5.88,6.02,19.59,30.67,14.57,21.76,17.98,7830000000.0,7830000000.0,18.30,1.22,5.51,16.49,5.51,1140000000.0,16.49,278190000.0,3.50,4.50,13.30,517740000.0,6.59,0.00,1.50,17.64,508360000.0,2.04,0.36,106.30,3620000.0,3.00,4.60,4420000.0,0.0
2011-12-22,1324533600.0,FFIV,104.48,-6.72,1254.0,14.05,-20.77,N/A,34.50,7.55,7.83,20.96,30.44,14.96,22.89,14.28,8150000000.0,8150000000.0,19.60,1.17,7.08,21.94,7.08,943830000.0,21.94,241400000.0,2.96,40.20,23.70,542550000.0,6.83,0.00,2.05,13.97,416940000.0,1.56,0.55,94.00,3040000.0,1.70,3.80,3090000.0,0.0
2004-04-13,1081832400.0,FFIV,16.67,41.81,1129.44,3.93,37.88,4.263,142.17,9.24,4.85,5.90,6.35,4.48,5.74,4.213,1150000000.0,1020000000.0,46.11,2.63,8.14,127.65,8.14,88990000.0,127.65,7370000.0,0.24,N/A,7.00,137900000.0,4.08,4.263,4.263,7.047,20350000.0,3.622,25.98,73.98,3840000.0,3.307,15.36,1810000.0,1.0
2009-12-16,1260943200.0,FFIV,50.31,166.49,1109.18,12.05,154.44,N/A,44.64,6.25,5.05,14.02,19.33,7.86,12.07,8.283,3770000000.0,3770000000.0,N/A,1.47,5.77,24.738,5.77,510350000.0,24.738,91540000.0,1.14,43.90,2.30,317130000.0,4.001,N/A,2.099,10.201,201980000.0,1.16,0.46,93.00,2730000.0,2.3,4.00,2390000.0,1.0
2013-04-23,1366693200.0,FFIV,72.33,49.58,1578.78,18.79,30.79,N/A,20.41,3.95,4.05,19.59,30.67,14.57,21.76,17.98,5090000000.0,5090000000.0,13.68,1.12,3.59,10.72,3.59,1140000000.0,10.72,278190000.0,3.50,4.50,13.30,517740000.0,6.59,0.00,1.50,17.64,508360000.0,1.98,0.28,96.20,5150000.0,3.70,6.60,5220000.0,1.0
2011-08-08,1312779600.0,FFIV,75.26,35.03,1119.46,25.18,9.85,N/A,28.80,6.13,5.75,20.34,30.02,14.30,21.08,13.53,6110000000.0,6110000000.0,17.76,1.02,5.60,17.52,5.60,710020000.0,17.52,222020000.0,2.72,54.50,26.10,585330000.0,7.25,0.00,2.28,14.43,6110000000.0,1.03,0.55,94.00,2910000.0,1.30,3.60,3880000.0,1.0
2012-06-14,1339650000.0,FFIV,100.51,-26.39,1329.1,22.39,-48.78,N/A,30.73,6.33,6.56,20.93,30.94,14.87,22.78,15.86,7540000000.0,7540000000.0,18.58,1.14,5.95,18.06,5.95,943830000.0,18.06,265290000.00000003,3.29,23.50,22.40,489610000.0,6.17,0.00,1.72,15.40,456050000.0,1.83,0.40,92.60,2570000.0,1.40,3.30,2110000.0,0.0
2010-11-23,1290492000.0,FFIV,129.14,-22.93,1180.73,-1.6,-21.33,N/A,69.17,12.02,10.56,17.14,26.08,11.83,16.77,11.08,9430000000.0,9430000000.0,29.93,1.45,10.69,37.15,10.69,510350000.0,37.15,151150000.0,1.87,70.10,45.20,428500000.0,5.33,0.00,2.11,12.49,9430000000.0,1.37,0.57,97.00,5050000.0,1.40,6.40,5000000.0,0.0
2012-03-09,1331272800.0,FFIV,125.61,-25.16,1370.87,13.15,-38.31,N/A,39.97,8.20,8.44,20.93,30.75,14.59,22.47,15.01,9320000000.0,9320000000.0,23.45,1.34,7.73,23.78,7.73,943830000.0,23.78,252230000.0,3.11,19.50,19.90,556540000.0,7.03,0.00,1.86,14.78,445680000.0,1.70,0.52,89.00,1740000.0,1.00,2.20,1600000.0,0.0
2010-05-14,1273813200.0,FIS,26.48,9.33,1135.68,17.79,-8.46,N/A,51.46,2.67,1.34,3.94,13.61,3.38,2.74,14.97,13890000000.0,13890000000.0,13.47,1.30,3.29,13.61,3.29,968900000.0,13.61,163000000.0,0.58,183.60,57.40,463900000.0,1.23,3090000000.0,1.27,22.31,13890000000.0,0.59,11.91,70.00,3630000.0,1.40,1.10,4300000.0,0.0
2012-03-01,1330581600.0,FIS,28.84,20.84,1374.09,10.49,10.35,72.38,20.73,1.59,1.42,8.17,18.95,4.86,7.65,19.11,13590000000.0,13590000000.0,11.25,0.95,2.36,8.18,2.36,1630000000.0,8.18,493800000.0,1.53,N/A,N/A,415500000.0,1.44,4810000000.0,1.24,22.20,1170000000.0,0.57,14.59,2.60,1650000.0,0.90,0.60,2600000.0,1.0
2007-02-22,1172124000.0,FIS,22.5,-11.29,1456.38,-7.09,-4.2,N/A,34.22,N/A,N/A,6.27,15.03,N/A,13.85,22.227,N/A,8950000000.0,N/A,N/A,2.17,8.727,2.17,325560000.0,8.727,259089999.99999997,1.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.63,38.52,26.00,2550000.0,3.3,1.40,3310000.0,0.0
2009-04-13,1239598800.0,FIS,17.24,27.61,858.73,39.43,-11.82,N/A,17.48,1.08,1.06,6.23,11.08,2.76,3.21,17.985,6030000000.0,6030000000.0,N/A,0.89,1.75,7.489,1.75,809100000.0,7.489,117400000.0,1.11,73.50,N/A,220900000.0,1.157,2510000000.0,1.384,18.506001,596400000.0,0.54,6.17,83.90,4179999.9999999995,1.4,2.20,3220000.0,0.0
2011-07-19,1311051600.0,FISV,30.66,17.35,1326.73,3.47,13.88,106.92,18.90,2.07,2.76,11.67,24.16,7.61,15.89,28.05,11480000000.0,11480000000.0,12.10,1.07,2.75,8.90,2.75,1750000000.0,8.90,497000000.0,3.25,7.40,4.00,517000000.0,3.60,3360000000.0,1.42,21.84,11480000000.0,0.94,1.53,85.30,2480000.0,2.30,1.70,3450000.0,1.0
2009-08-03,1249275600.0,FISV,23.96,5.72,1002.63,11.75,-6.03,N/A,19.62,1.65,2.73,9.08,22.17,6.06,12.70,26.792,10960000000.0,10960000000.0,N/A,1.04,2.60,8.865,2.60,1720000000.0,8.865,361000000.0,2.42,41.40,20.30,309000000.0,1.983,3880000000.0,1.164,17.392,846000000.0,1.13,2.08,83.30,5610000.0,3.8,3.70,5260000.0,0.0
2007-04-04,1175662800.0,FISV,27.25,-5.91,1439.37,-4.87,-1.04,0.308,21.53,2.04,3.83,9.90,16.58,7.98,18.12,25.968,9310000000.0,9810000000.0,N/A,1.34,2.16,10.004,2.16,1330000000.0,10.004,443230000.0,2.53,29.60,11.10,185330000.0,1.086,747260000.0,1.556,14.177,634960000.0,1.18,3.66,78.30,3450000.0,3.6,2.10,2320000.0,0.0
2004-12-01,1101880800.0,FISV,19.54,17.96,1191.37,6.15,11.81,0.286,20.95,2.09,3.05,9.84,16.77,4.70,15.68,18.661,7530000000.0,7940000000.0,17.58,1.27,2.16,9.83,2.16,1220000000.0,9.83,362160000.0,1.838,18.40,18.10,450060000.0,2.3,719340000.0,N/A,12.868,544810000.0,1.087,3.93,81.69,4890000.0,2.842,2.60,4920000.0,1.0
2007-03-29,1175144400.0,FISV,26.5,-9.89,1422.53,-7.54,-2.35,0.308,20.91,1.99,3.73,9.90,16.58,7.98,18.12,25.968,9040000000.0,9590000000.0,N/A,1.32,2.11,9.778,2.11,1330000000.0,9.778,443230000.0,2.53,29.60,11.10,185330000.0,1.086,747260000.0,1.556,14.177,634960000.0,1.27,3.66,78.30,2320000.0,2.3,1.40,3140000.0,0.0
2006-08-29,1156827600.0,FISV,21.7,7.47,1304.28,12.23,-4.76,0.327,16.15,1.77,3.18,11.62,17.46,7.70,19.55,23.599,7620000000.0,8250000000.0,N/A,1.23,1.93,8.692,1.93,1260000000.0,8.692,484910000.0,2.71,3.20,9.70,151980000.0,0.872,783090000.0,1.492,13.713,629710000.0,0.98,3.52,79.90,3570000.0,3.3,2.10,4420000.0,0.0
2005-03-07,1110175200.0,FISV,19.57,7.77,1225.31,4.13,3.64,0.236,19.30,1.99,2.90,10.59,17.68,4.81,15.80,18.905,7460000000.0,7550000000.0,15.51,1.17,2.03,8.94,2.03,1380000000.0,8.94,394900000.0,2.00,19.90,22.90,516130000.0,2.67,605330000.0,N/A,13.202,698380000.0,1.059,3.81,83.44,8660000.0,4.759,4.66,6530000.0,1.0
2005-08-29,1125291600.0,FISV,22.38,-3.04,1212.28,7.59,-10.63,0.23,19.80,2.17,3.29,11.44,18.38,6.37,18.34,19.988,8420000000.0,8830000000.0,N/A,1.37,2.28,9.896,2.28,1380000000.0,9.896,456740000.0,2.26,20.00,8.30,566580000.0,3.012,590660000.0,1.742,13.55,618840000.0,N/A,4.30,82.20,9210000.0,7.5,5.10,9950000.0,0.0
