,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
66,N/A,N/A,PLD,N/A,N/A,N/A,N/A,N/A,52.38,19.83,12.63,2.36,63.50,34.81,2.03,35670000000.0,5.32,35670000000.0,46150000000.0,12.63,12.63,16.34,24.38,16.34,1960000000.0,35670000000.0,N/A,3.34,212.50,19.70,568730000.0,1.03,9720000000.0,0.41,28.05,0.92,35670000000.0,0.87,98.43,N/A,2.44,1.70,6380000.0,N/A
67,N/A,N/A,APH,N/A,N/A,N/A,N/A,N/A,86.65,28.45,4.06,6.70,14.72,20.41,9.53,27280000000.0,21.92,27280000000.0,28980000000.0,25.90,2.62,4.31,18.19,4.31,2040000000.0,27280000000.0,N/A,3.14,23.70,12.50,1490000000.0,4.88,3560000000.0,3.04,13.34,1070000000.0000001,27280000000.0,0.38,101.06,N/A,0.23,0.00,5680000.0,N/A
68,N/A,N/A,ALL,N/A,N/A,N/A,N/A,N/A,28.70,14.23,0.97,1.81,7.32,11.83,2.53,36780000000.0,104.10,36780000000.0,40100000000.0,14.02,1.05,1.06,8.11,1.06,12460000000.0,36780000000.0,N/A,7.20,28.10,4.80,2890000000.0,8.05,6350000000.0,0.47,56.59,4460000000.0,36780000000.0,0.29,78.08,N/A,2.48,1.42,3820000.0,N/A
69,N/A,N/A,UPS,N/A,N/A,N/A,N/A,N/A,230.21,29.43,1.61,68.36,5.58,8.75,8.77,103030000000.0,73.26,103030000000.0,117640000000.0,18.37,2.43,1.84,14.99,1.84,47080000000.0,103030000000.0,N/A,4.06,0.50,7.00,4460000000.0,5.18,18930000000.0,1.06,1.75,5530000000.0,103030000000.0,0.01,69.43,N/A,3.01,1.17,9370000.0,N/A
70,N/A,N/A,WU,N/A,N/A,N/A,N/A,N/A,498.17,44.99,1.63,12.55,3.83,19.90,7.00,8910000000.0,11.52,8910000000.0,11310000000.0,10.54,1.75,2.07,8.39,2.07,2150000000.0,8910000000.0,N/A,0.43,8.60,2.00,1190000000.0,2.6,3530000000.0,0.31,1.54,643100000.0,8910000000.0,0.25,107.26,N/A,11.43,11.76,39990000.0,N/A
71,N/A,N/A,TROW,N/A,N/A,N/A,N/A,N/A,22.82,16.83,5.41,4.50,0.00,43.30,4600000000.0,24900000000.0,19.06,24900000000.0,16.83,17.53,1.52,0.00,0.00,0.00,4219999999.9999995,24900000000.0,N/A,6.11,2130000000.0,4219999999.9999995,2130000000.0,22.82,22.82,22.82,22.82,255100000.0,24900000000.0,3.94,74.32,N/A,6.97,5.38,12880000.0,N/A
72,N/A,N/A,AAPL,N/A,N/A,N/A,N/A,N/A,86.30,18.39,3.79,6.48,21.09,26.76,11.00,869600000000.0,43.94,869600000000.0,910620000000.0,13.99,1.38,3.97,12.74,3.97,88190000000.0,869600000000.0,N/A,9.21,18.90,12.20,74400000000.0,14.49,115680000000.0,1.28,26.15,63600000000.0,869600000000.0,0.08,61.75,N/A,1.46,0.82,33490000.000000004,N/A
73,N/A,N/A,FLS,N/A,N/A,N/A,N/A,N/A,89.76,32.68,1.49,3.14,4.56,8.48,4.04,5500000000.0,28.30,5500000000.0,6660000000.0,23.15,4.45,1.80,15.45,1.80,1230000000.0,5500000000.0,N/A,1.29,502140000.0,6.60,502140000.0,3.84,1590000000.0,2.12,13.42,241900000.0,5500000000.0,0.37,108.16,N/A,5.39,8.66,8150000.0,N/A
74,N/A,N/A,EQT,N/A,N/A,N/A,N/A,N/A,36.06,267.20,5.70,1.61,1.39,23.41,2.48,14950000000.0,15.15,14950000000.0,12590000000.0,31.50,3.96,4.80,7.98,4.80,1240000000.0,14950000000.0,N/A,0.21,483560000.0,34.80,483560000.0,2.79,3400000000.0,0.60,35.12,1510000000.0,14950000000.0,1.01,109.50,N/A,2.63,9.27,29170000.0,N/A
75,N/A,N/A,SD,N/A,N/A,N/A,N/A,N/A,4.38,0.23,1.79,0.73,686.54,20.85,3.02,626500000.0,11.84,626500000.0,510290000.0,14.32,2.25,1.46,2.41,1.46,237660000.0,626500000.0,N/A,80.81,138100000.0,24.10,138100000.0,4.03,37600000.0,1.12,25.01,165460000.0,626500000.0,8.23,103.02,N/A,3.32,5.05,1340000.0,N/A
76,N/A,N/A,SWK,N/A,N/A,N/A,N/A,N/A,55.62,21.19,2.10,3.54,9.79,12.88,5.56,25710000000.0,82.25,25710000000.0,29790000000.0,20.20,2.11,2.43,14.75,2.43,4269999999.9999995,25710000000.0,N/A,7.91,10.20,14.50,483300000.0,3.15,4460000000.0,1.26,47.38,1300000000.0,25710000000.0,0.63,87.24,N/A,1.87,1.22,1440000.0,N/A
77,N/A,N/A,VNO,N/A,N/A,N/A,N/A,N/A,18.61,18.70,5.70,4.14,0.00,33.27,2730000000.0,15590000000.0,14.44,15590000000.0,18.70,48.12,2.90,0.00,0.00,0.00,1480000000.0,15590000000.0,N/A,4.12,1300000000.0,1480000000.0,1300000000.0,9410000000.0,9410000000.0,18.61,18.61,1090000000.0,15590000000.0,9.42,92.46,N/A,2.81,2.39,3550000.0,N/A
78,N/A,N/A,ANF,N/A,N/A,N/A,N/A,N/A,26.66,100.06,0.37,1.06,0.55,0.45,0.40,1230000000.0,48.88,1230000000.0,1060000000.0,100.06,12.35,0.32,5.07,0.32,2029999999.9999998,1230000000.0,N/A,0.27,27.80,4.50,459290000.0,6.74,311990000.0,2.08,17.04,192240000.0,1230000000.0,1.05,103.97,N/A,0.05,0.00,0.8,N/A
79,N/A,N/A,HRB,N/A,N/A,N/A,N/A,N/A,1.97,14.55,1.86,2.29,0.00,23.13,3060000000.0,5690000000.0,14.70,5690000000.0,6990000000.0,13.54,1.38,2.29,7.84,2.29,1810000000.0,5690000000.0,N/A,1.87,0.87,1810000000.0,0.87,0.87,1490000000.0,1.97,1.97,622010000.0,5690000000.0,0.69,101.07,N/A,12.04,17.22,30120000.0,N/A
80,N/A,N/A,AVY,N/A,N/A,N/A,N/A,N/A,148.15,25.40,1.56,8.83,6.27,10.77,8.77,10010000000.0,72.65,10010000000.0,11320000000.0,20.68,1.73,1.76,13.58,1.76,1700000000.0,10010000000.0,N/A,4.48,21.50,11.30,253800000.0,2.88,1680000000.0,1.13,12.89,612200000.0,10010000000.0,0.46,90.10,N/A,2.29,2.02,1900000.0,N/A
81,N/A,N/A,AGN,N/A,N/A,N/A,N/A,N/A,199.13,10.59,3.61,0.84,0.00,3.75,15480000000.0,55810000000.0,45.52,55810000000.0,10.59,10.59,1.21,0.00,0.00,0.00,12710000000.0,55810000000.0,N/A,22.13,5440000000.0,12710000000.0,5440000000.0,30340000000.0,30340000000.0,199.13,199.13,3720000000.0,55810000000.0,0.25,90.04,N/A,3.43,1.63,6290000.0,N/A
82,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,78.81,14.61,3.11,0.96,24.36,35.90,0.85,200180000000.0,23.39,200180000000.0,3440000000.0,12.79,1.31,0.05,24.36,0.05,62560000000.0,200180000000.0,N/A,5.18,7.60,0.10,698870000000.0,264.32,484680000000.0,78.81,78.81,22290000000.0,200180000000.0,0.12,82.15,N/A,0.44,0.00,1.28,N/A
83,N/A,N/A,EXC,N/A,N/A,N/A,N/A,N/A,118.63,18.37,1.19,1.40,6.37,10.61,1.88,39440000000.0,35.25,39440000000.0,73970000000.0,14.20,55.00,2.24,8.60,2.24,8670000000.0,39440000000.0,N/A,2.23,68.20,2.60,1200000000.0,1.25,35960000000.0,1.03,29.25,6760000000.0,39440000000.0,0.19,78.97,N/A,2.86,1.44,13880000.0,N/A
84,N/A,N/A,XEL,N/A,N/A,N/A,N/A,N/A,134.56,21.97,2.28,2.27,10.40,19.55,3.37,41030000000.0,22.42,41030000000.0,41030000000.0,2.28,2.28,3.60,10.81,3.60,4290000000.0,41030000000.0,N/A,2.33,7.50,0.80,174820000.0,0.34,15390000000.0,0.87,22.53,2990000000.0,41030000000.0,0.20,75.56,N/A,3.8,2.44,10870000.0,N/A
85,N/A,N/A,CME,N/A,N/A,N/A,N/A,N/A,10.70,34.65,14.22,2.48,40.94,63.21,2.04,52260000000.0,10.81,52260000000.0,52260000000.0,28.35,2.80,14.29,20.68,14.29,3470000000.0,52260000000.0,N/A,4.41,34.70,5.80,1720000000.0,5.05,2230000000.0,1.05,61.52,1810000000.0,52260000000.0,0.63,85.85,N/A,3.98,1.42,4570000.0,N/A
86,N/A,N/A,FITB,N/A,N/A,N/A,N/A,N/A,21.30,11.47,3.16,1.43,30.63,45.19,1.46,21430000000.0,9.18,21430000000.0,38010000000.0,14.89,1.49,5.60,30.63,5.60,1980000000.0,21430000000.0,N/A,2.65,96.50,78.10,3790000000.0,5.37,20340000000.0,21.30,21.30,2150000000.0,21430000000.0,0.31,85.79,N/A,2.63,1.78,18500000.0,N/A
87,N/A,N/A,SCHW,N/A,N/A,N/A,N/A,N/A,45.86,32.73,8.25,4.52,27.31,42.16,1.04,68890000000.0,6.25,68890000000.0,48130000000.0,26.09,1.53,5.77,27.31,5.77,7480000000.0,68890000000.0,N/A,1.57,22.90,13.90,28610000000.0,21.34,8270000000.0,0.31,11.38,3520000000.0,68890000000.0,11.57,80.76,N/A,4.08,1.86,21100000.0,N/A
88,N/A,N/A,ARNA,N/A,N/A,N/A,N/A,N/A,28.74,12.43,11.74,5.71,36.78,1.84,0.44,1250000000.0,3.32,1250000000.0,1020000000.0,12.43,0.51,9.60,178.47,9.60,108630000.0,1250000000.0,N/A,1.22,278740000.0,58.70,278740000.0,7.1,62680000.0,4.42,5.57,69170000.0,1250000000.0,0.26,74.19,N/A,5.53,11.21,2680000.0,N/A
89,N/A,N/A,T,N/A,N/A,N/A,N/A,N/A,130.94,17.66,1.40,1.80,8.00,16.64,3.95,225490000000.0,26.08,225490000000.0,338160000000.0,12.58,1.91,2.10,6.93,2.10,86900000000.0,225490000000.0,N/A,2.08,9.00,3.00,49010000000.0,7.98,165120000000.0,1.60,20.35,39420000000.0,225490000000.0,0.08,57.83,N/A,4.86,3.65,233080000.0,N/A
90,N/A,N/A,HP,N/A,N/A,N/A,N/A,N/A,11.84,305.32,3.49,1.51,7.10,8.17,1.39,6300000000.0,16.63,6300000000.0,6140000000.0,305.32,11.09,3.40,15.57,3.40,555420000.0,6300000000.0,N/A,1.20,565870000.0,60.50,565870000.0,5.21,492900000.0,3.59,38.35,357220000.0,6300000000.0,2.97,118.07,N/A,0.00,0.00,2.8,N/A
91,N/A,N/A,WMT,N/A,N/A,N/A,N/A,N/A,63.72,25.63,0.58,3.76,2.31,4.51,6.70,286020000000.0,163.83,286020000000.0,329950000000.0,20.63,3.77,0.67,10.04,0.67,124620000000.0,286020000000.0,N/A,3.77,42.40,4.20,7030000000.0,2.37,50280000000.0,0.81,25.66,28810000000.0,286020000000.0,53.29,31.14,N/A,0.00,0.00,2.04,N/A
92,N/A,N/A,PWR,N/A,N/A,N/A,N/A,N/A,20.45,21.44,0.67,1.64,3.18,5.15,4.83,6120000000.0,58.44,6120000000.0,6640000000.0,16.02,0.80,0.73,9.80,0.73,1010000000.0,6120000000.0,N/A,1.84,21.10,27.80,91530000.0,0.59,763010000.0,1.85,24.02,349880000.0,6120000000.0,0.99,89.21,N/A,1.71,1.56,2080000.0,N/A
93,N/A,N/A,LUK,N/A,N/A,N/A,N/A,N/A,185.02,16.93,0.78,0.89,4.85,14.84,2.37,9300000000.0,32.47,9300000000.0,9380000000.0,16.73,1.04,0.78,4.82,0.78,2580000000.0,9300000000.0,N/A,1.54,35.30,9.00,20520000000.0,57.6,20640000000.0,1.25,29.34,1290000000.0,9300000000.0,10.74,77.53,N/A,2.57,0.97,3940000.0,N/A
94,N/A,N/A,LRCX,N/A,N/A,N/A,N/A,N/A,33.65,17.02,3.41,4.16,22.85,25.84,11.43,30200000000.0,54.48,30200000000.0,26900000000.0,12.32,0.73,3.04,10.34,3.04,3600000000.0,30200000000.0,N/A,10.95,123.90,51.80,6180000000.0,38.18,2450000000.0,3.31,44.84,2410000000.0,30200000000.0,0.31,96.61,N/A,4.83,6.90,11250000.0,N/A
95,N/A,N/A,SRCL,N/A,N/A,N/A,N/A,N/A,98.57,14.80,1.58,2.02,0.78,14.31,4.57,5680000000.0,42.23,5680000000.0,8439999999.999999,14.80,1.66,2.35,11.28,2.35,1500000000.0,5680000000.0,N/A,0.55,39.80,0.80,52170000.0,0.61,2780000000.0,0.82,32.89,521520000.0,5680000000.0,1.27,99.33,N/A,6.87,7.73,4800000.0,N/A
96,N/A,N/A,AZO,N/A,N/A,N/A,N/A,N/A,0.93,16.12,1.79,2.17,11.66,18.98,14.40,19680000000.0,391.79,19680000000.0,23870000000.0,13.97,1.58,2.17,9.86,2.17,5740000000.0,19680000000.0,N/A,44.79,1.00,4.90,257680000.0,9.45,4980000000.0,0.93,55.94,0.54,19680000000.0,0.65,102.07,N/A,4.93,8.58,1960000.0,N/A
97,N/A,N/A,HES,N/A,N/A,N/A,N/A,N/A,46.53,14.44,2.81,1.09,122.45,45.70,4.80,14450000000.0,16.35,14450000000.0,18210000000.0,14.44,1.99,3.55,11.34,3.55,1820000000.0,14450000000.0,N/A,20.17,2530000000.0,16.80,2530000000.0,8.03,6710000000.0,1.84,41.75,424500000.0,14450000000.0,11.33,91.96,N/A,5.92,10.35,33400000.0,N/A
98,N/A,N/A,PAYX,N/A,N/A,N/A,N/A,N/A,2.94,30.27,7.79,12.74,26.01,39.64,11.50,24800000000.0,8.86,24800000000.0,24290000000.0,26.75,3.42,7.63,17.47,7.63,3150000000.0,24800000000.0,N/A,2.28,4.80,4.00,368200000.0,1.03,57200000.0,1.10,5.42,1010000000.0,24800000000.0,10.83,71.51,N/A,8.06,4.23,13530000.0,N/A
99,N/A,N/A,NOV,N/A,N/A,N/A,N/A,N/A,22.70,101.94,1.76,0.88,13.33,13.26,2.70,12400000000.0,18.61,12400000000.0,13800000000.0,101.94,0.28,1.96,58.74,1.96,2.48,12400000000.0,N/A,2.48,1720000000.0,11.50,1720000000.0,4.53,3210000000.0,2.75,37.06,799750000.0,12400000000.0,0.31,95.61,N/A,9.67,9.71,30740000.0,N/A
100,N/A,N/A,CAMP,N/A,N/A,N/A,N/A,N/A,80.83,204.07,2.26,4.21,1.10,5.25,2.63,784650000.0,9.85,784650000.0,807010000.0,16.45,0.95,2.32,22.42,2.32,143350000.0,784650000.0,N/A,0.11,247.80,0.80,130639999.99999999,3.67,150510000.0,2.72,5.23,42490000.0,784650000.0,3.64,72.74,N/A,7.99,6.39,1970000.0,N/A
101,N/A,N/A,LUV,N/A,N/A,N/A,N/A,N/A,35.23,19.42,1.79,4.27,10.12,16.76,9.29,37580000000.0,34.48,37580000000.0,37460000000.0,14.23,1.58,1.79,8.04,1.79,14290000000.0,37580000000.0,N/A,3.26,29.60,2.60,3040000000.0,5.12,3100000000.0,0.62,14.83,4080000000.0,37580000000.0,0.19,79.42,N/A,1.44,1.48,6500000.0,N/A
102,N/A,N/A,MS,N/A,N/A,N/A,N/A,N/A,375.96,14.69,2.55,1.36,19.04,33.61,0.87,95620000000.0,20.89,95620000000.0,168900000000.0,13.09,1.00,4.51,19.04,4.51,34630000000.0,95620000000.0,N/A,3.60,11.50,3.20,565840000000.0,312.98,301200000000.0,1.82,38.87,11530000000.0,95620000000.0,24.10,63.30,N/A,1.46,0.97,15230000.0,N/A
103,N/A,N/A,BLL,N/A,N/A,N/A,N/A,N/A,207.70,52.66,1.29,3.93,2.49,8.82,3.48,13860000000.0,30.74,13860000000.0,21290000000.0,17.07,1.79,1.98,13.24,1.98,1760000000.0,13860000000.0,N/A,0.75,54.80,5.70,1.59,1.59,7560000000.0,1.04,10.09,1370000000.0,13860000000.0,0.82,92.92,N/A,8.88,6.43,22710000.0,N/A
104,N/A,N/A,TDC,N/A,N/A,N/A,N/A,N/A,100.97,76.92,2.14,6.40,3.02,5.15,3.00,4620000000.0,16.85,4620000000.0,4240000000.0,27.25,11.59,1.97,24.95,1.97,1190000000.0,4620000000.0,N/A,0.50,73.50,4.70,1020000000.0,8.47,100.97,1.61,5.96,251620000.0,4620000000.0,0.83,107.18,N/A,13.52,20.72,19480000.0,N/A
105,N/A,N/A,DNR,N/A,N/A,N/A,N/A,N/A,607.30,9.16,0.64,1.32,32.91,13.17,1.89,682830000.0,2.72,682830000.0,3820000000.0,9.16,0.26,3.60,10.82,3.60,545630000.0,682830000.0,N/A,0.90,3140000000.0,7.90,3140000000.0,3140000000.0,3140000000.0,0.53,1.32,202720000.0,682830000.0,1.64,83.91,N/A,7.71,19.68,62530000.0,N/A
106,N/A,N/A,ECL,N/A,N/A,N/A,N/A,N/A,103.54,30.53,2.89,5.41,9.67,15.00,6.64,39100000000.0,46.65,39100000000.0,46620000000.0,25.58,2.36,3.44,16.02,3.44,6250000000.0,39100000000.0,N/A,4.43,4.90,5.20,209100000.0,0.72,7560000000.0,1.23,25.00,1890000000.0,39100000000.0,0.49,89.67,N/A,5.8,2.42,5230000.0,N/A
107,N/A,N/A,HTZ,N/A,N/A,N/A,N/A,N/A,838.22,126.31,0.19,1.96,8.36,1.79,0.46,1690000000.0,105.72,1690000000.0,16860000000.0,126.31,0.17,1.93,41.31,1.93,1270000000.0,1690000000.0,N/A,8.85,121.40,1.20,8.93,8.93,15920000000.0,1.07,10.31,2460000000.0,1690000000.0,0.93,129.75,N/A,4.78,44.70,22020000.0,N/A
108,N/A,N/A,IGT,N/A,N/A,N/A,N/A,N/A,13.00,18.78,1.10,2.05,0.00,13.24,4910000000.0,5400000000.0,24.23,5400000000.0,18.78,18.78,1.49,0.00,0.00,0.00,2020000000.0,5400000000.0,N/A,4.51,300080000.0,2020000000.0,300080000.0,7640000000.0,7640000000.0,13.00,13.00,941840000.0,5400000000.0,51.88,45.07,N/A,1.77,2.79,2900000.0,N/A
109,N/A,N/A,JCI,N/A,N/A,N/A,N/A,N/A,68.60,11.99,0.77,1.77,0.96,7.04,4.81,34620000000.0,50.99,34620000000.0,49330000000.0,11.99,1.29,1.09,11.29,1.09,9340000000.0,34620000000.0,N/A,0.49,44.90,49.10,0.49,0.49,14270000000.0,1.21,21.16,1440000000.0,34620000000.0,0.57,93.94,N/A,2.85,1.64,13890000.0,N/A
110,N/A,N/A,MPC,N/A,N/A,N/A,N/A,N/A,61.45,20.54,0.50,2.49,2.59,5.03,4.43,31620000000.0,122.71,31620000000.0,41950000000.0,14.78,0.92,0.66,7.95,0.66,13660000000.0,31620000000.0,N/A,3.15,522.80,17.20,2089999999.9999998,4.28,12780000000.0,1.52,25.96,4850000000.0,31620000000.0,66.72,0.00,N/A,2.98,2.66,8970000.0,N/A
111,N/A,N/A,GES,N/A,N/A,N/A,N/A,N/A,4.33,20.63,0.61,1.49,0.10,3.12,2.82,1370000000.0,27.33,1370000000.0,1160000000.0,20.63,6.01,0.51,8.53,0.51,745040000.0,1370000000.0,N/A,0.04,233090000.0,3.30,233090000.0,2.83,40900000.0,2.58,11.18,67490000.0,1370000000.0,29.42,85.74,N/A,12.49,33.81,10680000.0,N/A
112,N/A,N/A,FLIR,N/A,N/A,N/A,N/A,N/A,22.25,29.55,3.61,3.40,12.30,17.22,7.16,6430000000.0,13.01,6430000000.0,6380000000.0,22.20,1.56,3.59,17.00,3.59,767120000.0,6430000000.0,N/A,1.57,8.40,14.70,436960000.0,3.15,420370000.0,3.48,13.65,299010000.0,6430000000.0,0.92,98.01,N/A,1.8,1.53,2370000.0,N/A
113,N/A,N/A,UTX,N/A,N/A,N/A,N/A,N/A,84.87,19.06,1.67,3.28,8.79,13.55,5.34,98070000000.0,74.18,98070000000.0,116480000000.0,17.95,4.34,1.98,11.58,1.98,15780000000.0,98070000000.0,N/A,6.45,10.10,4.90,8520000000.0,10.67,27260000000.0,1.31,37.42,4910000000.0,98070000000.0,0.07,82.04,N/A,4.19,1.63,11590000.0,N/A
114,N/A,N/A,DKS,N/A,N/A,N/A,N/A,N/A,27.83,11.34,0.39,1.72,3.54,5.72,6.56,3320000000.0,77.42,3320000000.0,3620000000.0,12.71,1.37,0.43,4.95,0.43,2370000000.0,3320000000.0,N/A,2.72,24.50,7.40,111810000.0,1.04,521289999.99999994,1.61,17.95,691440000.0,3320000000.0,3.38,98.20,N/A,3.98,17.10,12530000.0,N/A
115,N/A,N/A,RSG,N/A,N/A,N/A,N/A,N/A,102.39,27.59,2.21,2.85,8.15,16.70,4.95,21770000000.0,29.12,21770000000.0,29600000000.0,25.35,2.63,3.00,10.80,3.00,3620000000.0,21770000000.0,N/A,2.36,160.70,6.30,63900000.0,0.19,7860000000.0,0.54,22.87,1870000000.0,21770000000.0,0.14,95.61,N/A,3.5,1.91,3780000.0,N/A
116,N/A,N/A,DE,N/A,N/A,N/A,N/A,N/A,418.25,22.69,1.66,5.10,7.35,10.25,3.04,48700000000.0,91.90,48700000000.0,80450000000.0,15.84,0.94,2.74,17.03,2.74,8400000000.0,48700000000.0,N/A,6.68,78.90,23.30,8189999999.999999,25.46,40050000000.0,2.13,29.72,2200000000.0,48700000000.0,0.11,80.09,N/A,6.42,3.64,11030000.0,N/A
117,N/A,N/A,BMY,N/A,N/A,N/A,N/A,N/A,56.61,24.49,4.97,6.91,20.56,26.44,10.04,102160000000.0,12.43,102160000000.0,102530000000.0,19.21,1.90,4.99,17.14,4.99,14480000000.0,102160000000.0,N/A,2.55,29.70,6.70,7120000000.0,4.35,8439999999.999999,1.59,9.03,5390000000.0,102160000000.0,0.16,71.27,N/A,1.4,0.48,7440000.0,N/A
118,N/A,N/A,KSU,N/A,N/A,N/A,N/A,N/A,59.79,22.00,4.59,2.84,21.42,35.37,6.22,11570000000.0,23.85,11570000000.0,14110000000.0,18.94,1.62,5.60,11.65,5.60,1640000000.0,11570000000.0,N/A,5.08,7.20,8.60,88400000.0,0.85,2630000000.0,0.69,39.39,963400000.0,11570000000.0,0.64,87.67,N/A,1.38,1.45,1310000.0,N/A
119,N/A,N/A,WPX,N/A,N/A,N/A,N/A,N/A,68.69,645.50,4.59,1.31,13.38,13.20,1.19,5140000000.0,2.94,5140000000.0,7880000000.0,645.50,0.39,7.03,12.98,7.03,0.43,5140000000.0,N/A,0.43,0.03,54.90,0.03,0.03,2860000000.0,1.02,9.87,356620000.0,5140000000.0,0.85,102.64,N/A,3.83,6.69,25350000.0,N/A
120,N/A,N/A,R,N/A,N/A,N/A,N/A,N/A,245.93,19.86,0.61,2.01,2.75,7.57,3.01,4370000000.0,134.97,4370000000.0,9630000000.0,15.68,1.21,1.35,5.43,1.35,1500000000.0,4370000000.0,N/A,4.15,30.80,7.20,65260000.00000001,1.23,5350000000.0,1.02,41.08,1580000000.0,4370000000.0,1.87,91.95,N/A,0.14,0.00,1.84,N/A
121,N/A,N/A,CIM,N/A,N/A,N/A,N/A,N/A,455.99,5.81,4.38,0.97,78.90,89.21,3.33,3550000000.0,4.31,3550000000.0,20090000000.0,7.83,25.06,24.81,78.90,24.81,586210000.0,3550000000.0,N/A,3.25,19.40,14.70,60580000.0,0.32,16629999999.999998,1.44,19.42,598210000.0,3550000000.0,0.64,53.30,N/A,0.00,0.00,10.66,N/A
122,N/A,N/A,HAS,N/A,N/A,N/A,N/A,N/A,96.22,19.52,2.17,5.82,11.34,15.78,9.85,11380000000.0,41.90,11380000000.0,11990000000.0,17.44,1.94,2.29,12.03,2.29,3110000000.0,11380000000.0,N/A,4.68,3.00,6.70,1270000000.0,10.19,1880000000.0,2.53,15.71,781260000.0,11380000000.0,9.48,85.51,N/A,2.18,4.20,5810000.0,N/A
123,N/A,N/A,AN,N/A,N/A,N/A,N/A,N/A,294.85,14.00,0.24,2.31,1.87,3.58,4.86,5070000000.0,212.94,5070000000.0,11490000000.0,13.69,2.77,0.54,12.52,0.54,3310000000.0,5070000000.0,N/A,3.97,9.10,2.40,53300000.0,0.58,6490000000.0,0.73,24.12,494200000.0,5070000000.0,13.25,101.00,N/A,9.2,18.00,13070000.0,N/A
124,N/A,N/A,NTRS,N/A,N/A,N/A,N/A,N/A,40.82,21.61,4.25,2.39,21.23,30.87,0.88,22230000000.0,22.87,22230000000.0,21860000000.0,18.10,1.65,4.18,21.23,4.18,1040000000.0,22230000000.0,N/A,4.52,15.80,11.10,13620000000.0,59.87,13350000000.0,40.82,40.82,1710000000.0,22230000000.0,0.49,83.51,N/A,1.33,0.83,1590000.0,N/A
125,N/A,N/A,VTR,N/A,N/A,N/A,N/A,N/A,112.08,32.07,6.44,2.17,20.07,29.72,2.85,22700000000.0,9.97,22700000000.0,34600000000.0,32.80,2.71,9.82,18.36,9.82,1880000000.0,22700000000.0,N/A,1.97,6.10,5.40,103350000.0,0.29,11910000000.0,0.92,29.13,1440000000.0,22700000000.0,0.42,93.81,N/A,4.44,3.06,7620000.0,N/A
126,N/A,N/A,FOSL,N/A,N/A,N/A,N/A,N/A,74.20,45.87,0.12,0.52,12.33,2.01,1.77,333870000.0,58.44,333870000.0,643120000.0,45.87,0.46,0.23,4.78,0.23,1580000000.0,333870000.0,N/A,7.21,167030000.0,6.70,167030000.0,3.44,484530000.0,2.32,13.22,210940000.0,333870000.0,11.64,106.19,N/A,7.22,75.24,14760000.0,N/A
127,N/A,N/A,K,N/A,N/A,N/A,N/A,N/A,424.14,29.78,1.79,11.91,6.15,13.83,7.15,22980000000.0,36.76,22980000000.0,31210000000.0,15.62,2.61,2.44,13.58,2.44,4750000000.0,22980000000.0,N/A,2.23,1.70,0.60,0.77,0.77,8240000000.0,0.68,5.59,1730000000.0,22980000000.0,0.65,91.84,N/A,8.06,12.34,28070000.0,N/A
128,N/A,N/A,PM,N/A,N/A,N/A,N/A,N/A,1.13,23.53,6.04,7.00,25.71,39.37,17.41,165560000000.0,17.67,165560000000.0,192030000000.0,20.11,2.30,7.00,16.52,7.00,17290000000.0,165560000000.0,N/A,4.53,1.70,7.00,7670000000.0,4.94,33970000000.0,1.13,7.34,8140000000.000001,165560000000.0,0.18,75.37,N/A,1.72,0.50,8010000.0,N/A
129,N/A,N/A,GIS,N/A,N/A,N/A,N/A,N/A,192.13,20.01,2.05,8.13,10.68,17.83,7.82,31740000000.0,26.64,31740000000.0,41490000000.0,17.34,2.88,2.68,12.49,2.68,5560000000.0,31740000000.0,N/A,2.79,1.10,3.50,820800000.0,1.44,10090000000.0,0.74,6.87,2530000000.0,31740000000.0,0.32,75.64,N/A,0.01,0.00,1.96,N/A
130,N/A,N/A,GRPN,N/A,N/A,N/A,N/A,N/A,121.93,30.58,1.08,17.34,2.87,0.09,0.11,3240000000.0,5.39,3240000000.0,2780000000.0,30.58,1.62,0.93,33.64,0.93,1360000000.0,3240000000.0,N/A,0.16,638660000.0,7.60,638660000.0,1.14,229320000.0,0.86,0.34,153400000.0,3240000000.0,30.78,55.91,N/A,3.68,12.72,35530000.0,N/A
131,N/A,N/A,CMA,N/A,N/A,N/A,N/A,N/A,46.08,19.35,5.00,1.85,26.79,42.22,1.09,14850000000.0,17.11,14850000000.0,13600000000.0,16.02,0.67,4.58,26.79,4.58,4.41,14850000000.0,N/A,4.41,51.70,12.90,6320000000.0,36.36,5240000000.0,46.08,46.08,1.71,14850000000.0,0.76,86.27,N/A,1.75,1.70,3340000.0,N/A
