,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
310,N/A,N/A,LM,N/A,N/A,N/A,N/A,N/A,47.49,16.86,1.25,0.96,8.21,16.63,3.79,3730000000.0,30.36,3730000000.0,5180000000.0,1.25,1.25,1.74,9.05,1.74,2770000000.0,3730000000.0,N/A,2.41,52.20,13.40,784960000.0,8.39,2220000000.0,2.74,42.14,592160000.0,3730000000.0,1.95,91.25,N/A,0.00,0.00,1.12,N/A
311,N/A,N/A,AMZN,N/A,N/A,N/A,N/A,N/A,175.14,296.28,3.47,22.71,1.20,2.01,2.17,559940000000.0,336.79,559940000000.0,577750000000.0,145.25,13.77,3.59,44.67,3.59,47720000000.0,559940000000.0,N/A,3.92,1.60,33.70,24310000000.0,50.45,43190000000.0,1.03,51.16,16250000000.0,559940000000.0,16.50,61.46,N/A,1.44,1.41,5930000.0,N/A
312,N/A,N/A,COF,N/A,N/A,N/A,N/A,N/A,94.44,13.51,2.39,1.01,19.29,30.52,1.07,46430000000.0,40.14,46430000000.0,97360000000.0,11.07,1.66,5.01,19.29,5.01,3480000000.0,46430000000.0,N/A,7.09,10.10,5.70,9230000000.0,19.03,60490000000.0,94.44,94.44,12090000000.0,46430000000.0,0.66,90.18,N/A,2.65,1.30,6590000.0,N/A
313,N/A,N/A,SLB,N/A,N/A,N/A,N/A,N/A,43.00,162.09,3.00,2.22,1.85,8.70,2.07,88020000000.0,21.14,88020000000.0,98240000000.0,28.88,0.95,3.35,15.11,3.35,3700000000.0,88020000000.0,N/A,0.39,209.70,12.60,4950000000.0,3.58,17200000000.0,1.53,28.57,5420000000.0,88020000000.0,0.09,81.67,N/A,2.06,1.42,21320000.0,N/A
314,N/A,N/A,LNC,N/A,N/A,N/A,N/A,N/A,35.36,12.24,1.24,1.06,10.50,14.98,0.48,17190000000.0,61.69,17190000000.0,19120000000.0,10.02,1.26,1.38,9.20,1.38,4360000000.0,17190000000.0,N/A,6.42,10.50,0.40,3630000000.0,16.59,5770000000.0,3.23,74.31,1200000000.0,17190000000.0,0.45,85.87,N/A,0.00,0.00,1.32,N/A
315,N/A,N/A,KO,N/A,N/A,N/A,N/A,N/A,221.95,43.65,5.17,8.73,12.20,25.61,6.48,193050000000.0,8.71,193050000000.0,216860000000.0,22.88,4.48,5.81,19.81,5.81,25400000000.0,193050000000.0,N/A,1.04,38.30,14.60,27360000000.0,6.42,49170000000.0,1.39,5.19,7990000000.0,193050000000.0,0.77,67.85,N/A,3.32,0.76,27700000.0,N/A
316,N/A,N/A,RHI,N/A,N/A,N/A,N/A,N/A,0.08,21.45,1.30,5.93,6.20,9.87,16.81,6730000000.0,41.47,6730000000.0,6270000000.0,19.32,5.00,1.21,10.85,1.21,2160000000.0,6730000000.0,N/A,2.55,6.50,1.00,348340000.0,2.82,0.08,1.85,9.22,470120000.0,6730000000.0,3.45,88.72,N/A,2.6,2.40,3090000.0,N/A
317,N/A,N/A,WIN,N/A,N/A,N/A,N/A,N/A,067.79,1.59,0.06,0.69,6.49,7.34,2.10,358490000.0,38.24,358490000.0,11070000000.0,1.59,0.02,1.95,6.13,1.95,2610000000.0,358490000.0,N/A,2.50,56500000.0,11.40,56500000.0,0.31,10780000000.0,0.77,2.85,927700000.0,358490000.0,1.58,67.38,N/A,8.09,19.31,36280000.0,N/A
318,N/A,N/A,DOV,N/A,N/A,N/A,N/A,N/A,81.14,22.93,2.02,3.59,8.91,11.93,5.72,15360000000.0,48.79,15360000000.0,18210000000.0,21.67,1.50,2.40,14.05,2.40,2470000000.0,15360000000.0,N/A,4.30,37.50,17.50,322040000.0,2.07,3470000000.0,1.32,27.44,790990000.0,15360000000.0,0.98,89.33,N/A,2.23,2.02,2630000.0,N/A
319,N/A,N/A,S,N/A,N/A,N/A,N/A,N/A,201.78,0.66,0.66,1.14,1.82,8.52,2.16,21760000000.0,8.31,21760000000.0,53810000000.0,0.66,0.66,1.62,4.82,1.62,18410000000.0,21760000000.0,N/A,0.15,6410000000.0,3.90,6410000000.0,1.6,38380000000.0,1.10,4.76,5160000000.0,21760000000.0,0.15,23.63,N/A,5.09,15.94,95710000.0,N/A
320,N/A,N/A,TRV,N/A,N/A,N/A,N/A,N/A,29.16,15.44,1.28,1.54,8.58,11.96,2.06,36610000000.0,102.43,36610000000.0,37520000000.0,14.03,46.90,1.32,8.88,1.32,12550000000.0,36610000000.0,N/A,8.66,59.10,5.20,6240000000.0,22.79,6920000000.0,0.40,86.73,4360000000.0,36610000000.0,0.58,81.25,N/A,3.33,2.10,5430000.0,N/A
321,N/A,N/A,APD,N/A,N/A,N/A,N/A,N/A,39.24,11.79,4.30,3.48,36.65,20.93,5.87,35180000000.0,37.56,35180000000.0,35500000000.0,21.06,5.24,4.34,13.77,4.34,2430000000.0,35180000000.0,N/A,13.65,19.00,13.20,3690000000.0,16.87,39.24,2.36,46.19,1570000000.0,35180000000.0,0.24,89.44,N/A,2.77,1.26,2430000.0,N/A
322,N/A,N/A,GOOG,N/A,N/A,N/A,N/A,N/A,2.52,34.66,6.93,4.59,20.09,26.63,9.96,724900000000.0,151.21,724900000000.0,620110000000.0,24.99,1.54,5.93,18.00,5.93,34440000000.0,724900000000.0,N/A,29.92,33.00,23.70,100140000000.0,144.13,3960000000.0,5.77,226.11,36240000000.0,724900000000.0,11.70,70.81,N/A,2.64,0.00,3600000.0,N/A
323,N/A,N/A,EMR,N/A,N/A,N/A,N/A,N/A,53.09,28.37,2.80,4.90,9.94,17.63,8.14,42710000000.0,23.77,42710000000.0,43810000000.0,20.35,2.61,2.87,13.52,2.87,6400000000.0,42710000000.0,N/A,2.35,15.10,12.80,3060000000.0,4.77,4660000000.0,1.64,13.59,1910000000.0,42710000000.0,0.61,71.05,N/A,0.00,0.00,1.94,N/A
324,N/A,N/A,PNR,N/A,N/A,N/A,N/A,N/A,27.58,21.13,2.61,2.54,0.00,15.66,4860000000.0,12700000000.0,26.76,12700000000.0,21.13,17.80,1.76,0.00,0.00,0.00,1790000000.0,12700000000.0,N/A,3.31,108500000.0,1790000000.0,108500000.0,1500000000.0,1500000000.0,27.58,27.58,666400000.0,12700000000.0,0.47,90.27,N/A,3.55,1.67,3090000.0,N/A
325,N/A,N/A,CCI,N/A,N/A,N/A,N/A,N/A,31.19,91.94,10.72,3.51,0.00,26.20,4150000000.0000005,44490000000.0,11.27,44490000000.0,91.94,90.50,6.33,0.00,0.00,0.00,2480000000.0,44490000000.0,N/A,1.19,6720000000.0,2480000000.0,6720000000.0,15200000000.0,15200000000.0,31.19,31.19,1890000000.0,44490000000.0,0.34,100.81,N/A,2.38,1.55,6230000.0,N/A
326,N/A,N/A,CMG,N/A,N/A,N/A,N/A,N/A,2.03,61.52,2.03,6.44,3.37,5.75,7.66,8920000000.0,153.46,8920000000.0,8310000000.000001,33.82,0.43,1.89,20.11,1.89,498210000.0,8920000000.0,N/A,5.14,151.40,8.80,548360000.0,19.42,2.03,2.03,49.04,202560000.0,8920000000.0,2.83,52.83,N/A,3.12,24.61,5570000.0,N/A
327,N/A,N/A,ZNGA,N/A,N/A,N/A,N/A,N/A,3.72,29.08,4.02,2.02,2.65,2.12,0.56,3290000000.0,0.94,3290000000.0,2550000000.0,29.08,1.27,3.12,309.37,3.12,502870000.0,3290000000.0,N/A,0.03,772230000.0,23.10,772230000.0,0.89,3.72,3.72,1.88,95940000.0,3290000000.0,2.01,80.85,N/A,1.7,2.36,20140000.0,N/A
328,N/A,N/A,TSS,N/A,N/A,N/A,N/A,N/A,124.88,33.98,2.94,5.98,8.73,14.69,6.98,14080000000.0,26.09,14080000000.0,16510000000.000002,20.87,1.85,3.45,16.73,3.45,1180000000.0,14080000000.0,N/A,2.25,44.20,8.80,413620000.0,2.25,2960000000.0,1.03,12.80,818850000.0,14080000000.0,2.03,79.24,N/A,1.73,1.20,2620000.0,N/A
329,N/A,N/A,AMGN,N/A,N/A,N/A,N/A,N/A,111.01,15.85,5.53,3.95,35.54,43.66,7.92,127330000000.0,31.36,127330000000.0,120700000000.0,13.76,3.25,5.24,9.97,5.24,18830000000.0,127330000000.0,N/A,11.07,0.20,0.70,41350000000.0,56.96,35780000000.0,6.07,44.36,11270000000.0,127330000000.0,0.15,80.76,N/A,2.71,1.09,7900000.0,N/A
330,N/A,N/A,HCP,N/A,N/A,N/A,N/A,N/A,11.79,23.68,6.51,2.27,0.00,30.38,1950000000.0,12670000000.0,4.15,12670000000.0,23.68,35.24,8.92,0.00,0.00,0.00,2040000000.0,12670000000.0,N/A,1.13,133889999.99999999,2040000000.0,133889999.99999999,7480000000.0,7480000000.0,11.79,11.79,853400000.0,12670000000.0,0.25,92.75,N/A,4.9,3.45,15570000.0,N/A
331,N/A,N/A,ETN,N/A,N/A,N/A,N/A,N/A,37.66,12.18,1.71,2.05,0.00,11.78,20060000000.0,34380000000.0,44.87,34380000000.0,12.18,14.98,1.40,0.00,0.00,0.00,6350000000.0,34380000000.0,N/A,6.35,1640000000.0,6350000000.0,1640000000.0,8780000000.0,8780000000.0,37.66,37.66,2410000000.0,34380000000.0,0.32,79.03,N/A,4.01,1.76,7620000.0,N/A
332,N/A,N/A,NBL,N/A,N/A,N/A,N/A,N/A,75.95,538.80,3.34,1.39,47.84,14.99,1.65,13020000000.0,8.55,13020000000.0,19600000000.0,538.80,172.67,5.03,11.04,5.03,2410000000.0,13020000000.0,N/A,4.09,1.16,2.00,1.16,1.16,7550000000.0,0.95,19.44,1720000000.0,13020000000.0,1.14,96.50,N/A,3.51,5.06,16670000.000000002,N/A
333,N/A,N/A,VZ,N/A,N/A,N/A,N/A,N/A,413.62,13.10,1.68,7.76,12.80,22.09,6.95,208420000000.0,30.48,208420000000.0,318880000000.0,13.24,10.56,2.56,7.25,2.56,74560000000.0,208420000000.0,N/A,3.90,0.00,2.50,4490000000.0,1.1,117680000000.0,1.07,6.58,22210000000.0,208420000000.0,0.03,66.42,N/A,1.9,0.83,36170000.0,N/A
334,N/A,N/A,NDAQ,N/A,N/A,N/A,N/A,N/A,65.27,50.56,3.35,2.29,6.72,26.78,4.38,13100000000.0,23.56,13100000000.0,16100000000.000002,17.66,1.99,4.11,13.05,4.11,2140000000.0000002,13100000000.0,N/A,1.56,30.50,4.30,3.48,3.48,3740000000.0,1.15,34.42,0.67,13100000000.0,18.99,78.91,N/A,1.95,2.09,2170000.0,N/A
335,N/A,N/A,SJM,N/A,N/A,N/A,N/A,N/A,74.72,24.01,1.84,1.91,7.72,16.36,4.72,13470000000.0,64.33,13470000000.0,18530000000.0,14.52,1.73,2.53,11.46,2.53,2840000000.0,13470000000.0,N/A,4.94,9.80,0.50,183800000.0,1.62,5260000000.0,0.96,61.94,1120000000.0,13470000000.0,4.37,77.81,N/A,6.74,7.98,7730000.0,N/A
336,N/A,N/A,VIAB,N/A,N/A,N/A,N/A,N/A,174.63,6.26,0.91,1.95,14.13,20.68,7.42,12040000000.0,33.17,12040000000.0,21650000000.0,7.59,1.39,1.63,7.30,1.63,2970000000.0,12040000000.0,N/A,4.68,1390000000.0,2970000000.0,1390000000.0,3.45,11120000000.0,1.55,15.00,1670000000.0,12040000000.0,0.59,94.21,N/A,7.27,7.27,25100000.0,N/A
337,N/A,N/A,FLWS,N/A,N/A,N/A,N/A,N/A,40.39,15.55,0.58,2.60,3.93,4.21,5.59,691480000.0,18.19,691480000.0,786480000.0,20.19,1.62,0.66,9.44,0.66,520280000.0,691480000.0,N/A,0.69,9140000.0,5.10,9140000.0,0.14,107370000.0,2.15,4.11,73550000.0,691480000.0,30.86,61.90,N/A,5.22,3.53,N/A,N/A
338,N/A,N/A,JWN,N/A,N/A,N/A,N/A,N/A,320.61,15.97,0.51,8.93,3.23,6.62,7.73,7630000000.0,89.70,7630000000.0,9560000000.0,15.62,2.56,0.63,5.82,0.63,5320000000.0,7630000000.0,N/A,2.87,4.03,2.50,4.03,4.03,2740000000.0,1.00,5.13,1370000000.0,7630000000.0,31.42,61.18,N/A,7.23,18.94,20120000.0,N/A
339,N/A,N/A,SRE,N/A,N/A,N/A,N/A,N/A,122.04,25.84,2.64,2.21,10.22,20.92,3.04,29320000000.0,44.23,29320000000.0,47990000000.0,21.03,2.24,4.32,12.72,4.32,3360000000.0,29320000000.0,N/A,4.51,90.80,5.70,0.75,0.75,18920000000.0,0.40,52.85,3340000000.0,29320000000.0,0.12,86.38,N/A,0.00,0.00,3.29,N/A
340,N/A,N/A,XLNX,N/A,N/A,N/A,N/A,N/A,70.05,28.82,7.08,6.85,25.93,28.89,8.79,17200000000.0,9.73,17200000000.0,15500000000.0,24.30,2.97,6.38,20.28,6.38,1640000000.0,17200000000.0,N/A,2.38,2.00,7.00,3560000000.0,14.19,1740000000.0,9.86,10.00,804950000.0,17200000000.0,0.30,98.38,N/A,3.19,3.13,9280000.0,N/A
341,N/A,N/A,PCAR,N/A,N/A,N/A,N/A,N/A,112.45,19.26,1.40,3.19,7.61,10.88,5.57,25310000000.0,51.41,25310000000.0,30540000000.0,15.44,2.06,1.69,12.41,1.69,3090000000.0,25310000000.0,N/A,3.74,16.30,19.10,3420000000.0,9.73,8920000000.0,4.78,22.58,2630000000.0,25310000000.0,2.10,64.46,N/A,3.21,2.26,6760000.0,N/A
342,N/A,N/A,NLY,N/A,N/A,N/A,N/A,N/A,547.47,4.79,4.66,1.04,90.06,92.02,2.90,13810000000.0,2.87,13810000000.0,91120000000.0,10.01,83.25,30.72,90.06,30.72,2570000000.0,13810000000.0,N/A,2.49,49.70,43.30,457050000.0,0.39,77500000000.0,0.02,11.42,10980000000.0,13810000000.0,0.31,57.24,N/A,2.16,2.22,20450000.0,N/A
343,N/A,N/A,CLF,N/A,N/A,N/A,N/A,N/A,1.89,13.16,0.77,1.33,5.49,19.31,16.22,1900000000.0,9.12,1900000000.0,3290000000.0,7.82,0.25,1.33,5.75,1.33,389300000.0,1900000000.0,N/A,0.49,260800000.0,26.20,260800000.0,0.88,1740000000.0,1.89,2.81,437600000.0,1900000000.0,0.82,58.37,N/A,3.58,14.86,39060000.0,N/A
344,N/A,N/A,FCX,N/A,N/A,N/A,N/A,N/A,144.50,20.26,1.38,3.11,6.79,21.34,5.33,21670000000.0,10.96,21670000000.0,35240000000.0,9.13,0.18,2.24,6.40,2.24,2750000000.0,21670000000.0,N/A,0.74,29.00,11.20,3.45,3.45,14780000000.0,2.02,4.82,4150000000.0000005,21670000000.0,0.41,69.78,N/A,2.1,2.80,31400000.0,N/A
345,N/A,N/A,GE,N/A,N/A,N/A,N/A,N/A,139.90,21.86,1.27,2.02,6.21,8.91,1.76,153580000000.0,13.89,153580000000.0,277140000000.0,17.19,1.27,2.29,15.64,2.29,33409999999.999996,153580000000.0,N/A,0.81,9.40,7.90,12840000000.0,1.48,136389999999.99998,2.19,8.77,5150000000.0,153580000000.0,0.08,57.30,N/A,1.15,1.42,101480000.0,N/A
346,N/A,N/A,BAC,N/A,N/A,N/A,N/A,N/A,23.92,16.63,3.62,1.21,24.37,36.68,0.91,303010000000.0,8.27,303010000000.0,261660000000.00003,13.39,1.38,3.12,24.37,3.12,18720000000.0,303010000000.0,N/A,1.75,12.80,1.10,528330000000.00006,50.24,482920000000.0,23.92,23.92,9040000000.0,303010000000.0,0.08,70.53,N/A,1.9,1.22,128020000.00000001,N/A
347,N/A,N/A,VLO,N/A,N/A,N/A,N/A,N/A,39.98,19.05,0.46,1.88,2.48,4.11,4.52,38330000000.0,186.34,38330000000.0,40760000000.0,13.73,0.72,0.49,7.59,0.49,10440000000.0,38330000000.0,N/A,4.60,37.20,21.20,5180000000.0,11.83,8490000000.0,1.91,46.51,4820000000.0,38330000000.0,0.32,84.46,N/A,4.66,3.71,19230000.0,N/A
348,N/A,N/A,FHN,N/A,N/A,N/A,N/A,N/A,10.64,17.65,3.62,1.87,21.08,32.48,0.98,4670000000.0,5.52,4670000000.0,5110000000.0,15.22,1.78,3.96,21.08,3.96,265450000.0,4670000000.0,N/A,1.13,6.40,2.10,3240000000.0,13.84,3630000000.0,10.64,10.64,1.15,4670000000.0,1.37,92.38,N/A,8.05,10.26,22840000.0,N/A
349,N/A,N/A,SLM,N/A,N/A,N/A,N/A,N/A,125.80,17.51,5.51,2.51,33.92,53.42,1.61,5070000000.0,2.14,5070000000.0,6800000000.0,13.48,0.64,7.39,33.92,7.39,294090000.0,5070000000.0,N/A,0.67,34.10,14.10,1250000000.0,2.89,3050000000.0,1.33,4.68,180420000.0,5070000000.0,0.62,101.62,N/A,5.35,4.56,17450000.0,N/A
350,N/A,N/A,CAT,N/A,N/A,N/A,N/A,N/A,228.87,96.36,2.03,5.48,2.09,8.93,3.04,85590000000.0,71.52,85590000000.0,112200000000.0,18.35,0.56,2.66,16.76,2.66,9630000000.0,85590000000.0,N/A,1.49,274.20,24.60,8740000000.0,14.68,35930000000.0,1.44,26.27,6790000000.0,85590000000.0,0.15,70.54,N/A,0.00,0.00,3.12,N/A
351,N/A,N/A,EA,N/A,N/A,N/A,N/A,N/A,22.58,27.76,6.38,7.39,23.35,28.13,12.07,32420000000.0,16.56,32420000000.0,28770000000.0,21.14,1.66,5.66,18.30,5.66,3550000000.0,32420000000.0,N/A,3.79,4350000000.0,6.80,4350000000.0,14.14,22.58,2.38,14.25,1610000000.0,32420000000.0,0.56,96.19,N/A,0.00,0.00,N/A,N/A
352,N/A,N/A,PSA,N/A,N/A,N/A,N/A,N/A,15.91,30.82,13.49,7.46,53.92,54.78,9.03,36690000000.0,15.68,36690000000.0,40520000000.0,27.82,1.76,14.90,20.93,14.90,1890000000.0,36690000000.0,N/A,6.84,2.90,3.40,694230000.0,3.99,1430000000.0,1.82,28.27,1970000000.0,36690000000.0,14.44,82.62,N/A,10.92,8.13,9610000.0,N/A
353,N/A,N/A,TSN,N/A,N/A,N/A,N/A,N/A,28.80,17.46,0.82,2.90,0.00,8.41,38260000000.0,31390000000.0,104.54,31390000000.0,17.46,13.66,1.81,0.00,0.00,0.00,5080000000.0,31390000000.0,N/A,4.79,10200000000.0,5080000000.0,10200000000.0,10200000000.0,10200000000.0,28.80,28.80,2600000000.0,31390000000.0,2.20,91.19,N/A,0.00,0.00,1.2,N/A
354,N/A,N/A,DRI,N/A,N/A,N/A,N/A,N/A,45.49,22.37,1.45,5.19,6.60,9.63,9.28,10690000000.0,59.43,10690000000.0,11340000000.0,17.71,1.66,1.53,11.62,1.53,1570000000.0,10690000000.0,N/A,3.86,8.00,12.90,146800000.0,1.19,936600000.0,0.38,16.65,908600000.0,10690000000.0,0.18,95.08,N/A,5.95,7.54,8390000.0,N/A
355,N/A,N/A,AVB,N/A,N/A,N/A,N/A,N/A,74.67,25.10,11.81,2.44,0.00,37.80,2130000000.0,25160000000.0,15.51,25160000000.0,25.10,37.80,9.82,0.00,0.00,0.00,2049999999.9999998,25160000000.0,N/A,7.26,36040000.0,2049999999.9999998,36040000.0,7130000000.0,7130000000.0,74.67,74.67,1200000000.0,25160000000.0,0.31,97.39,N/A,5.8,4.49,4930000.0,N/A
356,N/A,N/A,AEP,N/A,N/A,N/A,N/A,N/A,120.30,20.09,2.46,2.09,12.24,20.72,3.18,37840000000.0,31.33,37840000000.0,59040000000.0,19.83,7.66,3.83,11.95,3.83,9410000000.0,37840000000.0,N/A,3.83,481700000.0,11.80,481700000.0,0.98,21780000000.0,0.56,36.74,4219999999.9999995,37840000000.0,0.02,72.97,N/A,0.00,0.00,2.48,N/A
357,N/A,N/A,GPC,N/A,N/A,N/A,N/A,N/A,33.78,21.22,0.88,4.12,4.16,6.57,7.15,13910000000.0,107.60,13910000000.0,14690000000.0,17.56,3.20,0.93,12.23,0.93,4600000000.0,13910000000.0,N/A,4.47,14.50,3.90,210080000.0,1.43,1140000000.0,1.32,23.04,747080000.0,13910000000.0,2.83,78.39,N/A,0.00,0.00,2.7,N/A
358,N/A,N/A,COH,N/A,N/A,N/A,N/A,N/A,91.46,24.88,2.39,3.86,9.62,16.51,8.12,11340000000.0,16.83,11340000000.0,12960000000.0,14.89,1.70,2.73,12.85,2.73,1010000000.0,11340000000.0,N/A,1.60,1670000000.0,24.20,1670000000.0,5.88,2690000000.0,1.74,10.35,788100000.0,11340000000.0,6920000.0,6920000.0,N/A,2.68,2.47,7710000.0,N/A
359,N/A,N/A,EXPR,N/A,N/A,N/A,N/A,N/A,17.05,69.69,0.41,1.38,0.60,2.47,2.65,862080000.0,27.01,862080000.0,788560000.0,19.68,2.06,0.37,5.50,0.37,663200000.0,862080000.0,N/A,0.16,46.00,1.50,198290000.0,2.52,108970000.0,1.67,8.11,174520000.0,862080000.0,1.75,103.52,N/A,5.05,13.48,9240000.0,N/A
360,N/A,N/A,OXY,N/A,N/A,N/A,N/A,N/A,47.54,485.00,4.46,2.55,4.59,0.10,0.02,52700000000.0,15.44,52700000000.0,61140000000.0,43.31,1.06,5.18,15.45,5.18,4900000000.0,52700000000.0,N/A,0.14,1810000000.0,13.30,1810000000.0,2.36,9830000000.0,1.11,27.01,4490000000.0,52700000000.0,0.32,83.83,N/A,1.98,1.18,10050000.0,N/A
361,N/A,N/A,ADBE,N/A,N/A,N/A,N/A,N/A,23.12,54.56,12.39,10.47,23.06,28.82,9.47,85560000000.0,13.96,85560000000.0,82590000000.0,31.50,1.43,11.96,35.66,11.96,5030000000.0,85560000000.0,N/A,3.18,54.90,25.80,5370000000.0,10.89,1890000000.0,2.05,16.58,2780000000.0,85560000000.0,0.35,89.56,N/A,1.79,1.16,4900000.0,N/A
362,N/A,N/A,ATI,N/A,N/A,N/A,N/A,N/A,132.24,0.72,0.72,1.83,2.45,4.66,1.93,2460000000.0,31.70,2460000000.0,4210000000.0,0.72,0.72,1.23,13.17,1.23,162500000.0,2460000000.0,N/A,0.78,124900000.0,12.80,124900000.0,1.15,1910000000.0,2.68,12.38,14200000.0,2460000000.0,18.00,0.00,N/A,0.03,0.00,0.00,N/A
363,N/A,N/A,GME,N/A,N/A,N/A,N/A,N/A,35.32,5.60,0.22,0.84,3.98,6.53,6.68,1950000000.0,86.29,1950000000.0,2250000000.0,5.87,0.46,0.26,3.10,0.26,3010000000.0,1950000000.0,N/A,3.43,16.90,1.50,454700000.0,4.48,817200000.0,1.21,22.80,1.33,1950000000.0,2.47,107.91,N/A,12.33,37.35,27630000.0,N/A
364,N/A,N/A,CNP,N/A,N/A,N/A,N/A,N/A,239.94,20.95,1.38,3.44,6.59,11.25,2.93,12460000000.0,21.02,12460000000.0,19800000000.0,20.22,2.86,2.19,9.78,2.19,2470000000.0,12460000000.0,N/A,1.38,5.60,11.10,1320000000.0,3.07,8680000000.0,0.91,8.39,1500000000.0,12460000000.0,0.19,80.66,N/A,2.61,1.70,5240000.0,N/A
365,N/A,N/A,NWSA,N/A,N/A,N/A,N/A,N/A,3.44,29.04,1.18,0.88,7.96,6.73,2.31,9680000000.0,14.15,9680000000.0,8039999999.999999,29.04,2.20,0.98,9.90,0.98,1.13,9680000000.0,N/A,1.13,1880000000.0,4.70,1880000000.0,3.22,3.44,1.56,18.73,508250000.0,9680000000.0,0.59,96.24,N/A,4.18,2.26,8520000.0,N/A
366,N/A,N/A,D,N/A,N/A,N/A,N/A,N/A,198.93,24.72,4.33,3.32,17.20,33.59,3.61,53980000000.0,19.72,53980000000.0,90420000000.0,20.81,6.42,7.26,14.22,7.26,5780000000.0,53980000000.0,N/A,3.39,3.60,1.50,0.37,0.37,36810000000.0,0.47,25.28,4410000000.0,53980000000.0,0.34,67.34,N/A,6.56,2.25,12930000.0,N/A
367,N/A,N/A,SNA,N/A,N/A,N/A,N/A,N/A,41.10,17.70,2.51,3.36,14.69,23.32,11.56,9820000000.0,67.67,9820000000.0,10860000000.0,2.51,2.51,2.78,10.98,2.78,1910000000.0,9820000000.0,N/A,9.73,1.30,8.50,93900000.0,1.65,1210000000.0,1.75,51.25,575500000.0,9820000000.0,1.03,105.44,N/A,0.00,0.00,3.28,N/A
368,N/A,N/A,MU,N/A,N/A,N/A,N/A,N/A,57.29,9.80,2.45,2.58,25.04,29.45,11.90,49830000000.0,18.66,49830000000.0,55550000000.0,6.38,0.31,2.73,5.64,2.73,8439999999.999999,49830000000.0,N/A,4.41,5430000000.0,90.80,5430000000.0,4.71,11160000000.0,2.33,16.75,8150000000.0,49830000000.0,4.40,85.49,N/A,1.63,5.17,52810000.0,N/A
369,N/A,N/A,PX,N/A,N/A,N/A,N/A,N/A,137.01,26.94,3.90,6.93,14.56,21.89,7.56,43350000000.0,38.92,43350000000.0,51850000000.0,3.90,3.90,4.66,14.41,4.66,4670000000.0,43350000000.0,N/A,5.62,23.60,7.60,2.12,2.12,9240000000.0,1.11,21.85,2930000000.0,43350000000.0,0.25,87.93,N/A,3.81,1.78,4300000.0,N/A
370,N/A,N/A,MRO,N/A,N/A,N/A,N/A,N/A,55.10,126.25,2.58,1.09,141.66,17.36,1.96,12870000000.0,5.87,12870000000.0,17220000000.0,126.25,0.30,3.45,7.83,3.45,2720000000.0,12870000000.0,N/A,8.31,1800000000.0,32.40,1800000000.0,2.11,6490000000.0,2.09,13.85,2140000000.0000002,12870000000.0,0.22,82.40,N/A,2.07,3.73,35360000.0,N/A
371,N/A,N/A,CTXS,N/A,N/A,N/A,N/A,N/A,70.99,29.67,3.81,6.61,13.37,21.89,8.30,13200000000.0,22.65,13200000000.0,13050000000.0,18.29,2.27,3.77,13.20,3.77,2860000000.0,13200000000.0,N/A,2.95,3.90,3.30,1500000000.0,9.98,1420000000.0,1.44,13.25,913560000.0,13200000000.0,1.04,97.77,N/A,3.08,3.52,5850000.0,N/A
372,N/A,N/A,CINF,N/A,N/A,N/A,N/A,N/A,11.21,24.64,2.17,1.62,8.93,12.68,2.12,12210000000.0,34.27,12210000000.0,12340000000.0,24.16,39.24,2.19,16.06,2.19,3.02,12210000000.0,N/A,3.02,43.30,0.70,4.11,4.11,11.21,1.23,45.87,1010000000.0,12210000000.0,9.09,66.58,N/A,6.06,2.27,3260000.0,N/A
373,N/A,N/A,MRK,N/A,N/A,N/A,N/A,N/A,70.19,53.79,3.80,3.96,7.15,20.79,5.44,151400000000.0,14.52,151400000000.0,165040000000.0,13.65,3.01,4.15,12.83,4.15,25920000000.0,151400000000.0,N/A,1.03,11190000000.0,2.00,11190000000.0,4.11,27020000000.0,1.43,14.03,6060000000.0,151400000000.0,0.05,76.11,N/A,1.47,0.74,16960000.0,N/A
374,N/A,N/A,HD,N/A,N/A,N/A,N/A,N/A,006.25,25.47,2.16,84.25,8.66,14.53,20.13,214180000000.0,83.39,214180000000.0,234570000000.0,21.97,1.96,2.36,14.26,2.36,32310000000.000004,214180000000.0,N/A,7.20,10.00,8.10,3550000000.0,3.04,25590000000.0,1.23,2.18,11610000000.0,214180000000.0,0.11,72.21,N/A,2.9,1.00,11480000.0,N/A
375,N/A,N/A,NE,N/A,N/A,N/A,N/A,N/A,21.58,2.83,0.78,0.19,0.00,1.39,1290000000.0,2.83,5.27,2.83,2.83,2.83,0.02,0.00,0.00,0.00,1380000000.0,2.83,N/A,7.34,608760000.0,1380000000.0,608760000.0,4040000000.0,4040000000.0,21.58,21.58,466990000.0,2.83,1.13,92.80,N/A,4.22,22.19,53110000.0,N/A
